seed,pin_set,star-class,tidally-locked,day-length-hours,year-std-days,year-local-days,obliquity-degrees,obliquity-range,moons-admitted,refused-a-moon,total-tide,months-per-year-innermost,neighbor-count,brightest-neighbor-class,belief-kind,genesis-note-count,plate-count,ocean-fraction,mountain-coverage,band-count,habitable-fraction,unrest-coverage,dominant-land-biome,mean-land-temperature-c,settlement-count,mean-population,flagship-subsistence,flagship-biome,flagship-coastal,flagship-structure-size,endorheic-coverage,pantheon-size,cult-form,pantheon-verticality,head-deity-periodicity,goblin-flagship-roles,kobold-flagship-roles,goblin-flagship-population,kobold-flagship-population,goblin-flagship-surplus,kobold-flagship-surplus,goblin-flagship-coastal,kobold-flagship-coastal,goblin-settlement-count,kobold-settlement-count,head-deity-domain-goblin,head-deity-domain-kobold,pantheon-size-goblin,pantheon-size-kobold,cult-form-goblin,cult-form-kobold,blind-attribution-correct,phonotactic-validity-goblin,phonotactic-validity-kobold,epithet-honorific-goblin,epithet-honorific-kobold,name-length-goblin,name-length-kobold,name-collision-rate,head-deity-domain-goblin-twin,pantheon-size-goblin-twin,cult-form-goblin-twin,name-length-goblin-twin,pantheon-cyclic-share-goblin,pantheon-cyclic-share-goblin-twin,name-gloss-true,lexicon-regular-goblin,lexicon-regular-kobold,exposure-sound-goblin,exposure-sound-kobold,hue-depth-goblin,hue-depth-kobold,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,lexicon-regular-family,monophyly-goblinoid,clean-outgroup-kobold,inventory-closure-goblin,inventory-closure-hobgoblin,inventory-closure-bugbear,inventory-closure-kobold,divergence-magnitude-goblin,divergence-magnitude-hobgoblin,divergence-magnitude-bugbear,divergence-real,homophony-count-goblin,homophony-count-hobgoblin,homophony-count-bugbear,homophony-count-kobold,core-homophony-goblin,core-homophony-hobgoblin,core-homophony-bugbear,core-homophony-kobold,homophony-merger-share-goblin,homophony-merger-share-hobgoblin,homophony-merger-share-bugbear,homophony-merger-share-kobold,confusable-homophony-goblin,confusable-homophony-hobgoblin,confusable-homophony-bugbear,confusable-homophony-kobold,tone-count-goblin,tone-count-kobold,distinguishable-capacity-goblin,distinguishable-capacity-bugbear,distinguishable-capacity-kobold,refusal
393,default,yellow dwarf (G),false,28.974808,333.74175,276.4402,28.247224,0.73494112,1,false,0.71575725,9.9999609,2,sun-like,cyclic,0,30,0.5100581,0.50082216,3,0.20177237,0.028685123,ice,-11.605036,91,339,farming,temperate-rainforest,true,5,0.27206139,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",369,507,0.76140508,0.72,true,true,67,22,solar,lunar,5,4,organized,organized,true,true,true,true,false,8.6103896,12.566667,0.14678899,,,,,1,,true,true,true,true,true,4,2,6.9848725,3.1822688,0.054977784,6,0.62927899,0.75981153,27,true,true,true,true,true,true,true,4,0,5,true,0,0,5,0,0,0,0,0,,,1,,0,0,0,0,1,1,84,8,72,
394,default,yellow-white dwarf (F),false,28.674576,674.57893,564.60798,19.354254,2.9495235,1,false,0.42600415,37.426278,2,red-dwarf,cyclic,0,35,0.51784581,0.49088608,3,0.061129828,0.011034617,ice,-30.310919,56,288.96429,farming,taiga,true,5,0.29746835,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",301,296,0.72,0.81,true,true,45,9,solar,lunar,5,3,organized,organized,true,true,true,true,false,15.236364,10,0.12162162,,,,,1,,true,true,true,true,true,4,2,7.1236775,3.161207,0.059494165,10,0.35594937,0.7984864,27,true,true,true,true,true,true,true,4,2,4,true,0,0,8,0,0,0,0,0,,,1,,0,0,0,0,1,1,150,26,12,
395,default,orange dwarf (K),false,38.125665,262.59126,165.30047,20.855525,0.5585551,3,false,3.7484799,38.934266,4,sun-like,ambient,0,12,0.67775011,0.4730303,3,0.06982081,0.019188516,ice,-21.092719,53,313.09434,farming,temperate-rainforest,true,5,0.24469697,12,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",428,453,0.72,0.72,true,true,45,6,solar,lunar,12,9,organized,organized,true,true,true,true,false,10.637681,11.958333,0.3814433,,,,,1,,true,true,true,true,true,4,2,6.2702171,3.5275026,0.043991993,10,0.18810606,0.75171297,31,true,true,true,true,true,true,true,3,3,9,true,2,1,6,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,1620,30,30,
396,default,yellow dwarf (G),false,33.570485,399.71693,285.76311,6.0391025,4.8169561,0,false,-0,,5,orange-giant,cyclic,0,24,0.51808994,0.47877406,3,0.050168449,0.02797715,ice,-27.643411,50,280.92,farming,taiga,true,4,0.35455927,2,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",263,370,0.72,0.72,true,true,40,8,solar,solar,2,2,organized,organized,false,true,true,true,false,9.2727273,16.916667,0.21052632,,,,,0.5,,true,true,true,true,true,4,2,6.7962742,3.2155498,0.057907329,6,0.3399696,0.68151173,28,true,true,true,true,true,true,true,6,4,5,true,1,1,2,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,18,192,384,
397,default,yellow-white dwarf (F),false,35.389288,632.72033,429.09278,32.910204,1.5450573,0,false,-0,,5,sun-like,ambient,0,21,0.56313168,0.51729533,3,0.22166886,0.019286168,alpine,15.948435,99,276.55556,farming,temperate-forest,true,3,0.33791562,2,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",384,378,0.405,0.06,true,false,49,48,solar,solar,2,2,organized,folk,false,true,true,true,false,25.037736,17.788462,0,,,,,1,,true,true,true,true,true,4,2,7.1968388,3.0439181,0.057614374,6,0.35529478,0.5911286,47,true,true,true,true,true,true,true,3,1,2,true,0,2,8,0,0,0,0,0,,1,1,,0,0,0,0,1,1,162,64,112,
398,default,yellow-white dwarf (F),false,28.616045,531.79642,446.01251,24.857357,2.010996,1,false,0.072110419,6.6513808,3,blue-giant,ambient,0,32,0.5024657,0.50466143,3,0.25457741,0.013597969,alpine,4.4995612,106,300.50943,farming,temperate-forest,true,3,0.30549558,6,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",300,436,0.585,0.585,true,true,56,48,solar,lunar,6,5,organized,organized,true,true,true,true,false,8.6470588,17,0.109375,,,,,0.83333333,,true,true,true,true,true,4,2,6.5867179,3.3264285,0.055758996,5,0.51059863,0.72607539,24,true,true,true,true,true,true,true,5,3,4,true,3,2,4,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,480,72,48,
399,default,yellow-white dwarf (F),false,35.107693,736.21255,503.28289,12.973035,0.085372005,2,false,2.2652984,31.358784,5,blue-giant,ambient,0,10,0.55719936,0.56841989,3,0.07611933,0.0072262097,ice,-25.935927,59,311.67797,farming,temperate-rainforest,true,5,0.31425736,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",488,409,0.765,0.72,true,true,48,9,solar,lunar,7,7,organized,organized,true,true,true,true,false,13.112903,9.826087,0.22093023,,,,,1,,true,true,true,true,true,4,2,6.5594551,3.086355,0.049631366,7,0.57244459,0.56488453,28,true,true,true,true,true,true,true,3,2,5,true,0,0,11,4,0,0,0,0,,,1,1,0,0,0,0,1,1,60,16,56,
400,default,yellow-white dwarf (F),false,31.904719,612.78128,460.95848,4.0252596,1.8557331,1,false,0.36989141,14.30964,4,blue-giant,cyclic,0,26,0.64896734,0.48153557,3,0.18939505,0.027562131,tropical-seasonal-forest,14.129738,81,302.53086,farming,temperate-forest,true,3,0.30148133,5,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",399,447,0.45,0.45,true,true,39,40,solar,lunar,5,4,organized,organized,true,true,true,true,false,10.285714,22.604167,0.11111111,,,,,0.8,,true,true,true,true,true,4,2,7.8029899,3.0350401,0.058664128,12,0.29828222,0.76432566,54,true,true,true,true,true,true,true,5,0,5,true,1,0,8,0,0,0,0,0,1,,1,,0,0,0,0,1,1,162,176,84,
401,default,yellow dwarf (G),false,19.049797,262.2312,330.37355,19.99117,0.45439177,2,false,4.606824,24.293789,3,red-dwarf,ambient,0,40,0.64266881,0.52189656,5,0.16715492,0.032249402,alpine,8.9487582,86,296.11628,farming,temperate-rainforest,true,5,0.18788003,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",431,370,0.72,0.72,true,true,50,34,solar,lunar,9,8,organized,organized,true,true,true,true,false,10.558824,16.86,0.23140496,,,,,1,,true,true,true,true,true,4,2,7.8603885,2.8332432,0.051828524,8,0.32315365,0.72149675,59,true,true,true,true,true,true,true,5,2,5,true,3,0,4,0,0,0,0,0,1,,1,,0,0,0,0,1,1,108,16,64,
402,default,orange dwarf (K),false,22.901916,164.82999,172.73313,6.4200378,0.13855261,1,false,0.22441414,7.6449228,3,orange-giant,cyclic,0,39,0.73302085,0.4455011,3,0.17584591,0.015526586,temperate-forest,5.2245055,74,323.98649,farming,temperate-forest,true,5,0.14712875,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",445,376,0.63,0.63,true,true,39,33,solar,lunar,4,3,organized,organized,true,true,true,true,false,14.12766,15.589744,0.11363636,,,,,1,,true,true,true,true,true,4,2,5.6480631,3.9265084,0.03232264,11,0.24241039,0.72637053,25,true,true,true,true,true,true,true,3,3,3,true,0,0,2,0,0,0,0,0,,,1,,0,0,0,0,1,1,630,36,96,
403,default,yellow dwarf (G),false,21.69364,416.45085,460.72584,32.54844,3.0628619,0,false,-0,,2,red-dwarf,ambient,0,19,0.66349299,0.49941962,3,0.060958938,0.021361262,ice,-23.375517,41,303.87805,farming,temperate-rainforest,true,5,0.28315438,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",387,449,0.72,0.765,true,true,35,4,solar,solar,2,2,organized,organized,false,true,true,true,false,11.666667,16.875,0.12244898,,,,,1,,true,true,true,true,true,4,2,5.4517817,3.7317937,0.038132904,8,0.25282937,0.76307438,21,true,true,true,true,true,true,true,2,2,5,true,3,0,8,0,0,0,0,0,1,,1,,0,0,0,0,1,1,225,40,24,
404,default,yellow-white dwarf (F),false,35.075603,506.68481,346.69213,0.38670372,1.4055308,1,false,0.3191096,6.4796278,2,red-dwarf,cyclic,0,39,0.57514282,0.48934092,3,0.22557492,0.019432645,alpine,10.649733,95,288.70526,farming,temperate-forest,true,3,0.2651267,4,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",303,295,0.585,0.585,true,true,52,41,solar,lunar,4,3,organized,organized,true,true,true,true,false,12.833333,11.702128,0.11926606,,,,,1,,true,true,true,true,true,4,2,7.6028668,3.0102923,0.056076363,9,0.29184623,0.70221556,26,true,true,true,true,true,true,true,1,3,3,true,0,2,20,3,0,0,0,0,,1,1,1,0,0,0,0,1,1,189,96,48,
405,default,yellow-white dwarf (F),false,20.60009,811.74521,945.71843,12.099617,0.41753232,2,false,5.7247001,46.739005,4,blue-giant,cyclic,0,25,0.74220009,0.41032197,3,0.14059372,0.012865583,ice,-5.904081,68,346.20588,farming,temperate-rainforest,true,5,0.19876894,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",490,476,0.765,0.72,true,true,52,14,solar,lunar,7,7,organized,organized,true,true,true,true,false,20.80303,15.428571,0.17894737,,,,,1,,true,true,true,true,true,4,2,6.3848827,3.3616405,0.03639959,11,0.30265152,0.58220985,23,true,true,true,true,true,true,true,2,2,4,true,8,6,7,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,612,144,156,
406,default,yellow-white dwarf (F),false,38.481664,704.7904,439.55921,26.334038,3.9935853,1,false,0.14864649,33.070499,4,red-giant,ambient,0,38,0.71048777,0.42845097,3,0.1435965,0.024974366,ice,-8.0879402,67,345.67164,farming,temperate-rainforest,true,5,0.2189898,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",399,484,0.71239661,0.765,true,true,49,16,solar,lunar,5,5,organized,organized,true,true,true,true,false,12.661017,19.846154,0.13793103,,,,,1,,true,true,true,true,true,4,2,6.7131411,3.442879,0.04499292,9,0.26460916,0.78700156,28,true,true,true,true,true,true,true,3,3,3,true,4,1,2,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,126,18,456,
407,default,yellow-white dwarf (F),false,38.354717,701.53488,438.97696,33.613556,4.1250341,0,false,-0,,2,red-dwarf,ambient,0,11,0.5800498,0.44523893,3,0.25877643,0.012279674,alpine,1.1081585,105,318.2,farming,temperate-forest,true,5,0.24491338,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",425,371,0.63,0.75548232,true,true,68,35,solar,solar,2,2,organized,organized,false,true,true,true,false,11.555556,18.25641,0.053097345,,,,,1,,true,true,true,true,true,4,2,7.7303176,3.0052452,0.059347688,9,0.24857575,0.5948662,33,true,true,true,true,true,true,true,4,2,6,true,2,2,9,6,0,0,0,0,1,1,1,1,0,0,0,0,1,1,72,56,120,
408,default,yellow-white dwarf (F),false,36.396407,957.00541,631.05488,32.631771,2.0714965,2,false,0.43757282,38.330683,4,red-giant,ambient,0,40,0.64445095,0.45317221,3,0.099824227,0.034934818,ice,-16.029722,55,342.32727,farming,temperate-rainforest,true,5,0.23235375,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",433,498,0.72,0.72,true,true,41,12,solar,lunar,8,6,organized,organized,true,true,true,true,false,9.1052632,10.666667,0.25301205,,,,,1,,true,true,true,true,true,4,2,7.3854865,3.2766962,0.048850154,8,0.36542159,0.69975709,25,true,true,true,true,true,true,true,3,2,5,true,12,0,13,5,0,0,0,0,1,,1,1,0,0,0,0,1,1,9,80,96,
409,default,orange dwarf (K),false,26.532634,233.34371,211.07022,24.855607,1.8487081,1,false,1.5416535,8.5345572,2,orange-giant,cyclic,0,38,0.54555442,0.44528606,3,0.17191543,0.030247547,ice,-12.491749,90,340.52222,farming,temperate-rainforest,true,5,0.27139404,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",400,388,0.675,0.72,true,true,72,16,solar,lunar,5,5,organized,organized,true,true,true,true,false,10.597561,8.5769231,0.13636364,,,,,1,,true,true,true,true,true,4,2,8.3042254,2.7760101,0.066866852,5,0.51420897,0.72406903,31,true,true,true,true,true,true,true,4,4,5,true,0,5,16,0,0,0,0,0,,1,1,,0,0,0,0,1,1,180,38,28,
410,default,yellow-white dwarf (F),false,27.641497,624.57635,542.29451,21.18744,2.0039658,1,false,1.0429471,102.71216,5,blue-giant,cyclic,0,35,0.50898394,0.5389549,3,0.14015429,0.023192227,ice,-17.423175,78,341.47436,farming,temperate-rainforest,true,5,0.31656143,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",584,374,0.78726245,0.76075117,true,true,57,19,solar,lunar,7,6,organized,organized,true,true,true,true,false,20.901408,12.129032,0.19047619,,,,,0.71428571,,true,true,true,true,true,4,2,7.0093563,2.9448594,0.060421854,8,0.30542435,0.70135387,44,true,true,true,true,true,true,true,2,2,3,true,1,1,5,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,90,24,60,
411,default,orange dwarf (K),false,18.737573,177.92231,227.89159,11.907905,0.45650536,2,false,1.0070557,16.128573,3,blue-giant,cyclic,0,39,0.65748743,0.43292944,5,0.14052048,0.017113422,ice,-10.852904,75,323.81333,farming,temperate-rainforest,true,5,0.20819672,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",505,374,0.675,0.81,true,true,58,15,solar,lunar,7,8,organized,organized,true,true,true,true,false,9.6111111,9.4193548,0.17647059,,,,,1,,true,true,true,true,true,4,2,7.0624769,3.6598737,0.048239832,11,0.29529579,0.78806874,30,true,true,true,true,true,true,true,3,2,6,true,0,0,2,2,0,0,0,0,,,1,1,0,0,0,0,1,1,108,70,64,
412,default,yellow dwarf (G),false,35.059879,496.40739,339.81228,21.550617,3.2617511,0,false,-0,,3,orange-giant,ambient,0,19,0.70045408,0.47612062,3,0.099189493,0.0092036522,ice,-16.544079,60,349.65,farming,temperate-rainforest,true,5,0.20366748,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",521,373,0.675,0.765,true,true,49,9,solar,solar,2,1,organized,organized,false,true,true,true,false,7.4150943,21,0.11940299,,,,,1,,true,true,true,true,true,4,2,6.2121419,3.7141702,0.036155461,10,0.34148329,0.71293291,30,true,true,true,true,true,true,true,1,1,1,true,0,8,10,0,0,0,0,0,,1,1,,0,0,0,0,1,1,18,104,8,
413,default,yellow-white dwarf (F),false,37.209609,1014.7465,654.50612,33.894744,4.6813227,0,false,-0,,5,blue-giant,ambient,0,19,0.64000781,0.4620236,3,0.11303159,0.016014843,ice,-17.686562,67,338.8806,farming,temperate-rainforest,true,5,0.29886071,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",369,352,0.765,0.72,true,true,57,8,solar,solar,2,3,organized,organized,false,true,true,true,false,17.655738,15.857143,0.025974026,,,,,1,,true,true,true,true,true,4,2,7.3054422,2.9568542,0.052780626,7,0.23647091,0.74833157,40,true,true,true,true,true,true,true,2,2,4,true,2,2,6,3,0,0,0,0,1,1,1,1,0,0,0,0,1,1,144,88,80,
414,default,yellow dwarf (G),false,23.686344,286.627,290.42253,33.575845,0.71850859,2,false,4.6806022,29.751701,4,blue-giant,ambient,0,16,0.57155412,0.48467236,3,0.17130511,0.026414726,ice,-10.752395,85,337.78824,farming,temperate-rainforest,true,5,0.25219373,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",545,568,0.81,0.81,true,true,58,25,solar,lunar,9,9,organized,organized,true,true,true,true,false,12.684211,14.418605,0.22131148,,,,,1,,true,true,true,true,true,4,2,8.2395461,2.6131245,0.06361994,7,0.42626781,0.70395122,44,true,true,true,true,true,true,true,6,2,5,true,2,2,15,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,54,72,64,
415,default,orange dwarf (K),false,37.453232,187.30321,120.02374,31.010056,1.0707276,1,false,2.5538429,7.8497579,3,red-dwarf,ambient,0,8,0.69486353,0.41475318,3,0.085689175,0.014598897,ice,-19.728361,56,325.10714,farming,temperate-rainforest,true,5,0.21065685,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",453,361,0.81,0.81,true,true,46,8,solar,lunar,5,5,organized,organized,true,true,true,true,false,12.446429,12.333333,0.17105263,,,,,1,,true,true,true,true,true,4,2,7.3143507,3.306504,0.049631366,8,0.43107449,0.54346712,35,true,true,true,true,true,true,true,2,5,6,true,0,0,0,1,0,0,0,0,,,,1,0,0,0,0,1,1,1836,144,64,
416,default,orange dwarf (K),false,31.166495,148.71194,114.51677,31.562827,0.45569451,2,false,7.3832973,18.445635,2,blue-giant,cyclic,0,14,0.51169376,0.4910009,3,0.28514233,0.011376398,alpine,1.8777165,112,316.49107,farming,temperate-forest,true,5,0.23787621,10,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,elders",392,457,0.63,0.36781599,true,false,66,44,solar,lunar,10,10,organized,folk,true,true,true,true,false,12.639535,14.671875,0.21052632,,,,,0.9,,true,true,true,true,true,4,2,7.7218301,2.9031404,0.064254675,9,0.3970103,0.66772688,33,true,true,true,true,true,true,true,3,5,5,true,2,5,5,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,72,520,12,
417,default,yellow dwarf (G),false,31.687716,485.16953,367.46317,29.502817,2.0042022,1,false,0.40603348,7.0928807,4,red-giant,ambient,0,34,0.70279771,0.50492854,3,0.036668131,0.024119916,ice,-27.439295,46,280.30435,farming,taiga,true,4,0.16379169,5,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",285,305,0.765,0.72,true,true,40,4,solar,lunar,5,4,organized,organized,true,true,true,true,false,11.7,18.333333,0.15625,,,,,1,,true,true,true,true,true,4,2,7.0519291,3.0897489,0.040574191,11,0.19689502,0.74166013,26,true,true,true,true,true,true,true,3,3,3,true,0,7,0,0,0,0,0,0,,1,,,0,0,0,0,1,1,1134,68,144,
418,default,orange dwarf (K),true,,237.031,,0.78662483,1.1413161,0,false,-0,,5,red-giant,eternal,0,23,0.71864167,0.41466377,locked,0.078511791,0.011620526,ice,-32.710272,24,309.75,farming,temperate-rainforest,true,5,0.22759219,1,organized,ranked,eternal,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",441,361,0.75751234,0.70872585,true,true,9,13,solar,solar,1,1,organized,organized,false,true,true,true,false,9.3636364,23.333333,0,,,,,0,,true,true,true,true,true,4,2,6.472324,3.7306329,0.041428641,9,0.21752711,0.79946631,22,true,true,true,true,true,true,true,5,3,5,true,0,0,4,4,0,0,0,0,,,1,1,0,0,0,0,1,1,36,44,540,
419,default,yellow dwarf (G),false,23.060998,569.34678,592.52955,0.81085432,0.20574938,1,false,3.7531848,21.257262,3,blue-giant,cyclic,0,35,0.66246765,0.48365399,3,0.055734583,0.033347981,ice,-24.86697,55,304.89091,farming,temperate-rainforest,true,5,0.21141328,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",413,360,0.765,0.765,true,true,48,5,solar,lunar,4,5,organized,organized,true,true,true,true,false,12.392857,16.133333,0.13888889,,,,,1,,true,true,true,true,true,4,2,6.6426488,3.6288932,0.039939456,7,0.29762766,0.70395837,25,true,true,true,true,true,true,true,3,1,4,true,9,0,1,2,0,0,0,0,1,,1,1,0,0,0,0,1,1,108,6,24,
420,default,orange dwarf (K),false,39.582221,217.82704,132.07569,20.533226,0.92276891,1,false,2.3056493,10.106046,5,orange-giant,ambient,0,12,0.5697964,0.42549086,3,0.18959035,0.032005273,ice,-8.1263587,84,322.7381,farming,temperate-rainforest,true,5,0.30104415,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",365,426,0.765,0.675,true,true,57,25,solar,lunar,5,5,organized,organized,true,true,true,true,false,13.283582,15.342857,0.11428571,,,,,1,,true,true,true,true,true,4,2,7.5032052,2.7384214,0.061666911,8,0.37362388,0.720672,40,true,true,true,true,true,true,true,0,1,1,true,5,0,1,0,0,0,0,0,1,,1,,0,0,0,0,1,1,99,350,40,
421,default,yellow-white dwarf (F),false,23.15649,1005.2356,1041.8528,10.53179,4.0220954,1,false,0.06574213,9.7331883,5,blue-giant,cyclic,0,15,0.70797324,0.456947,3,0.059103559,0.017284312,ice,-22.880447,47,314.44681,farming,temperate-rainforest,true,5,0.19294432,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",425,295,0.765,0.72,true,true,40,5,solar,lunar,5,4,organized,organized,true,true,true,true,false,12.82,8.3076923,0.12307692,,,,,0.8,,true,true,true,true,true,4,2,5.9785596,3.6202864,0.041135687,9,0.17279719,0.65455137,30,true,true,true,true,true,true,true,5,2,3,true,3,0,0,2,0,0,0,0,1,,,1,0,0,0,0,1,1,36,20,136,
422,default,yellow-white dwarf (F),false,38.152933,728.11525,458.01894,17.582634,0.2287833,2,false,1.2658634,23.491022,4,orange-giant,cyclic,0,13,0.5940872,0.44902869,3,0.23075045,0.019969728,alpine,2.0143004,100,326,farming,temperate-rainforest,true,5,0.20141938,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",487,423,0.72,0.63,true,true,66,32,solar,lunar,8,7,organized,organized,true,true,true,true,false,12.219512,8.673913,0.22137405,,,,,1,,true,true,true,true,true,4,2,7.7726817,3.0411143,0.05817587,12,0.17682083,0.77518,37,true,true,true,true,true,true,true,2,2,3,true,12,5,3,16,0,0,0,0,1,1,1,1,0,0,0,0,1,1,450,42,36,
423,default,yellow-white dwarf (F),false,21.662983,442.19012,489.89389,4.2733804,0.28069658,2,false,6.0634503,39.483124,3,blue-giant,cyclic,0,10,0.65467995,0.43768116,3,0.21480885,0.014330355,alpine,14.16627,88,296.53409,farming,temperate-forest,true,3,0.18381053,9,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",477,436,0.495,0.06,true,false,43,43,solar,lunar,9,8,organized,folk,true,true,true,true,false,12.786885,12.966102,0.18852459,,,,,0.77777778,,true,true,true,true,true,4,2,6.9353126,3.2999228,0.049558127,8,0.25613291,0.25701382,25,true,true,true,true,true,true,true,4,1,2,true,11,0,7,2,0,0,0,0,1,,1,1,0,0,0,0,1,1,117,32,40,
424,default,yellow-white dwarf (F),false,18.954165,675.89258,855.82361,21.920599,2.4385849,0,false,-0,,4,red-giant,ambient,0,13,0.61312924,0.52539913,5,0.12001367,0.019164103,ice,-13.994115,72,342.98611,farming,temperate-rainforest,true,5,0.20230959,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",527,337,0.72,0.765,true,true,58,12,solar,solar,2,1,organized,organized,false,true,true,true,false,15.854839,9.7857143,0.050632911,,,,,1,,true,true,true,true,true,4,2,6.5267472,3.1400352,0.045237049,8,0.23316716,0.70135172,27,true,true,true,true,true,true,true,6,4,4,true,2,2,4,9,0,0,0,0,1,1,1,1,0,0,0,0,1,1,216,96,300,
425,default,orange dwarf (K),false,34.130047,166.08294,116.78832,30.143071,1.3692736,1,false,2.0392294,10.290927,5,sun-like,ambient,0,17,0.61271422,0.46369138,3,0.21463796,0.0038816464,tundra,-0.20582421,89,319.11236,farming,temperate-rainforest,true,5,0.16137166,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",482,434,0.675,0.81,true,true,58,29,solar,lunar,5,5,organized,organized,true,true,true,true,false,7.3382353,13.846154,0.12962963,,,,,1,,true,true,true,true,true,4,2,6.4456128,3.5447833,0.050168449,7,0.25951841,0.84038291,25,true,true,true,true,true,true,true,2,4,4,true,0,0,6,0,0,0,0,0,,,1,,0,0,0,0,1,1,27,56,60,
426,default,yellow-white dwarf (F),false,18.153745,1112.8666,1471.2556,6.9440052,0.72663617,3,false,4.8380815,192.84848,5,red-dwarf,ambient,0,18,0.64518334,0.39328471,5,0.047507446,0.0053952444,ice,-25.581062,42,289.7381,farming,taiga,true,4,0.18886748,11,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,elders",291,298,0.72,0.29487765,true,true,37,3,solar,lunar,11,10,organized,folk,true,true,true,true,false,9.5084746,5.0434783,0.41666667,,,,,1,,true,true,true,true,true,4,2,6.2592982,3.6997705,0.047751575,8,0.32847117,0.73177579,16,true,true,true,true,true,true,true,3,3,5,true,2,0,1,2,0,0,0,0,1,,1,1,0,0,0,0,1,1,54,64,76,
427,default,yellow-white dwarf (F),false,33.508712,1145.5962,820.51224,1.4108643,4.3103124,1,false,0.098005893,10.875201,4,orange-giant,cyclic,0,30,0.6079293,0.58897883,3,0.02866071,0.043235194,ice,-31.7555,42,274.42857,farming,taiga,true,4,0.26164384,4,organized,ranked,cyclic,"farmer,artisan,shaman,chief","digger,shaper,keeper,elders",287,370,0.765,0.81,true,true,35,5,solar,lunar,4,3,organized,organized,true,true,true,true,false,8.8604651,10.636364,0.053571429,,,,,1,,true,true,true,true,true,4,2,6.5334468,3.197774,0.043235194,7,0.42073474,0.79961916,35,true,true,true,true,true,true,true,3,3,6,true,1,1,2,9,0,0,0,0,1,1,1,1,0,0,0,0,1,1,21,38,8,
